Day #,Hebrew Date,Weekday,Schedule,Parsha,Completes
51,21 Marheshvan,Friday,,,
52,22 Marheshvan,Saturday,,Chayei Sarah,
53,23 Marheshvan,Sunday,,,
54,24 Marheshvan,Monday,,,
55,25 Marheshvan,Tuesday,,,
56,26 Marheshvan,Wednesday,,,
57,27 Marheshvan,Thursday,,,
58,28 Marheshvan,Friday,,,
59,29 Marheshvan,Saturday,,Toldot,
60,1 Kislev,Sunday,,,
61,2 Kislev,Monday,,,
62,3 Kislev,Tuesday,,,
63,4 Kislev,Wednesday,,,
64,5 Kislev,Thursday,,,
65,6 Kislev,Friday,,,
66,7 Kislev,Saturday,,Vayetzei,
67,8 Kislev,Sunday,,,
68,9 Kislev,Monday,,,
69,10 Kislev,Tuesday,,,
70,11 Kislev,Wednesday,,,
71,12 Kislev,Thursday,,,
72,13 Kislev,Friday,,,
73,14 Kislev,Saturday,,Vayishlach,
74,15 Kislev,Sunday,,,
75,16 Kislev,Monday,,,
76,17 Kislev,Tuesday,,,
77,18 Kislev,Wednesday,,,
78,19 Kislev,Thursday,,,
79,20 Kislev,Friday,,,
80,21 Kislev,Saturday,,Vayeshev,
81,22 Kislev,Sunday,,,
82,23 Kislev,Monday,,,
83,24 Kislev,Tuesday,,,
84,25 Kislev,Wednesday,,,
85,26 Kislev,Thursday,,,
86,27 Kislev,Friday,,,
87,28 Kislev,Saturday,,Miketz,
88,29 Kislev,Sunday,,,
89,1 Tevet,Monday,,,
90,2 Tevet,Tuesday,,,
91,3 Tevet,Wednesday,,,
92,4 Tevet,Thursday,,,
93,5 Tevet,Friday,,,
94,6 Tevet,Saturday,,Vayigash,
95,7 Tevet,Sunday,,,
96,8 Tevet,Monday,,,
97,9 Tevet,Tuesday,,,
98,10 Tevet,Wednesday,,,
99,11 Tevet,Thursday,,,
100,12 Tevet,Friday,,,
101,13 Tevet,Saturday,,Vayechi,
102,14 Tevet,Sunday,,,
103,15 Tevet,Monday,,,
104,16 Tevet,Tuesday,,,
105,17 Tevet,Wednesday,,,
106,18 Tevet,Thursday,,,
107,19 Tevet,Friday,,,
108,20 Tevet,Saturday,,Shemot,
109,21 Tevet,Sunday,,,
110,22 Tevet,Monday,,,
111,23 Tevet,Tuesday,,,
112,24 Tevet,Wednesday,,,
113,25 Tevet,Thursday,,,
114,26 Tevet,Friday,,,
115,27 Tevet,Saturday,,Vaera,
116,28 Tevet,Sunday,,,
117,29 Tevet,Monday,,,
118,1 Shevat,Tuesday,,,
119,2 Shevat,Wednesday,,,
120,3 Shevat,Thursday,,,
121,4 Shevat,Friday,,,
122,5 Shevat,Saturday,,Bo,
123,6 Shevat,Sunday,,,
124,7 Shevat,Monday,,,
125,8 Shevat,Tuesday,,,
126,9 Shevat,Wednesday,,,
127,10 Shevat,Thursday,,,
128,11 Shevat,Friday,,,
129,12 Shevat,Saturday,,Beshalach,
130,13 Shevat,Sunday,,,
131,14 Shevat,Monday,,,
132,15 Shevat,Tuesday,,,
133,16 Shevat,Wednesday,,,
134,17 Shevat,Thursday,,,
135,18 Shevat,Friday,,,
136,19 Shevat,Saturday,,Yitro,
137,20 Shevat,Sunday,,,
138,21 Shevat,Monday,,,
139,22 Shevat,Tuesday,,,
140,23 Shevat,Wednesday,,,
141,24 Shevat,Thursday,,,
142,25 Shevat,Friday,,,
143,26 Shevat,Saturday,,Mishpatim,
144,27 Shevat,Sunday,,,
145,28 Shevat,Monday,,,
146,29 Shevat,Tuesday,,,
147,30 Shevat,Wednesday,,,
148,1 Adar I,Thursday,,,
149,2 Adar I,Friday,,,
150,3 Adar I,Saturday,,Terumah,
151,4 Adar I,Sunday,,,
152,5 Adar I,Monday,,,
153,6 Adar I,Tuesday,,,
154,7 Adar I,Wednesday,,,
155,8 Adar I,Thursday,,,
156,9 Adar I,Friday,,,
157,10 Adar I,Saturday,,Tetzaveh,
158,11 Adar I,Sunday,,,
159,12 Adar I,Monday,,,
160,13 Adar I,Tuesday,,,
161,14 Adar I,Wednesday,,,
162,15 Adar I,Thursday,,,
163,16 Adar I,Friday,,,
164,17 Adar I,Saturday,,Ki Tisa,
165,18 Adar I,Sunday,,,
166,19 Adar I,Monday,,,
167,20 Adar I,Tuesday,,,
168,21 Adar I,Wednesday,,,
169,22 Adar I,Thursday,,,
170,23 Adar I,Friday,,,
171,24 Adar I,Saturday,,Vayakhel,
172,25 Adar I,Sunday,,,
173,26 Adar I,Monday,,,
174,27 Adar I,Tuesday,,,
175,28 Adar I,Wednesday,,,
176,29 Adar I,Thursday,,,
177,30 Adar I,Friday,,,
178,1 Adar II,Saturday,,Pekudei,
179,2 Adar II,Sunday,,,
180,3 Adar II,Monday,,,
181,4 Adar II,Tuesday,,,
182,5 Adar II,Wednesday,,,
183,6 Adar II,Thursday,,,
184,7 Adar II,Friday,,,
185,8 Adar II,Saturday,,Vayikra,
186,9 Adar II,Sunday,,,
187,10 Adar II,Monday,,,
188,11 Adar II,Tuesday,,,
189,12 Adar II,Wednesday,,,
190,13 Adar II,Thursday,,Ta'anit Esther,
191,14 Adar II,Friday,,Purim,
192,15 Adar II,Saturday,,Tzav,
193,16 Adar II,Sunday,,,
194,17 Adar II,Monday,,,
195,18 Adar II,Tuesday,,,
196,19 Adar II,Wednesday,,,
197,20 Adar II,Thursday,,,
198,21 Adar II,Friday,,,
199,22 Adar II,Saturday,,Shmini,
200,23 Adar II,Sunday,,,
201,24 Adar II,Monday,,,
202,25 Adar II,Tuesday,,,
203,26 Adar II,Wednesday,,,
204,27 Adar II,Thursday,,,
205,28 Adar II,Friday,,,
206,29 Adar II,Saturday,,Tazria,
207,1 Nisan,Sunday,,,
208,2 Nisan,Monday,,,
209,3 Nisan,Tuesday,,,
210,4 Nisan,Wednesday,,,
211,5 Nisan,Thursday,,,
212,6 Nisan,Friday,,,
213,7 Nisan,Saturday,,Metzora,
214,8 Nisan,Sunday,,,
215,9 Nisan,Monday,,,
216,10 Nisan,Tuesday,,,
217,11 Nisan,Wednesday,,,
218,12 Nisan,Thursday,,,
219,13 Nisan,Friday,,,
220,14 Nisan,Saturday,,Achrei Mot,
221,15 Nisan,Sunday,,Pesah I,
222,16 Nisan,Monday,,Pesah II,
223,17 Nisan,Tuesday,,Pesah III,
224,18 Nisan,Wednesday,,Pesah IV,
225,19 Nisan,Thursday,,Pesah V,
226,20 Nisan,Friday,,Pesah VI,
227,21 Nisan,Saturday,,Pesah VII,
228,22 Nisan,Sunday,,Pesah VIII,
229,23 Nisan,Monday,,,
230,24 Nisan,Tuesday,,,
231,25 Nisan,Wednesday,,,
232,26 Nisan,Thursday,,,
233,27 Nisan,Friday,,,
234,28 Nisan,Saturday,,Kedoshim,
235,29 Nisan,Sunday,,,
236,30 Nisan,Monday,,,
237,1 Iyar,Tuesday,,,
238,2 Iyar,Wednesday,,,
239,3 Iyar,Thursday,,,
240,4 Iyar,Friday,,,
241,5 Iyar,Saturday,,Emor,
242,6 Iyar,Sunday,,,
243,7 Iyar,Monday,,,
244,8 Iyar,Tuesday,,,
245,9 Iyar,Wednesday,,,
246,10 Iyar,Thursday,,,
247,11 Iyar,Friday,,,
248,12 Iyar,Saturday,,Behar,
249,13 Iyar,Sunday,,,
250,14 Iyar,Monday,,,
251,15 Iyar,Tuesday,,,
252,16 Iyar,Wednesday,,,
253,17 Iyar,Thursday,,,
254,18 Iyar,Friday,,,
255,19 Iyar,Saturday,,Bechukotai,
256,20 Iyar,Sunday,,,
257,21 Iyar,Monday,,,
258,22 Iyar,Tuesday,,,
259,23 Iyar,Wednesday,,,
260,24 Iyar,Thursday,,,
261,25 Iyar,Friday,,,
262,26 Iyar,Saturday,,Bemidbar,
263,27 Iyar,Sunday,,,
264,28 Iyar,Monday,,,
265,29 Iyar,Tuesday,,,
266,1 Sivan,Wednesday,,,
267,2 Sivan,Thursday,,,
268,3 Sivan,Friday,,,
269,4 Sivan,Saturday,,Naso,
270,5 Sivan,Sunday,,Erev Shavuot,
271,6 Sivan,Monday,,Shavuot I,
272,7 Sivan,Tuesday,,Shavuot II,
273,8 Sivan,Wednesday,,,
274,9 Sivan,Thursday,,,
275,10 Sivan,Friday,,,
276,11 Sivan,Saturday,,Beha'alotcha,
277,12 Sivan,Sunday,,,
278,13 Sivan,Monday,,,
279,14 Sivan,Tuesday,,,
280,15 Sivan,Wednesday,,,
281,16 Sivan,Thursday,,,
282,17 Sivan,Friday,,,
283,18 Sivan,Saturday,,Sh'lach,
284,19 Sivan,Sunday,,,
285,20 Sivan,Monday,,,
286,21 Sivan,Tuesday,,,
287,22 Sivan,Wednesday,,,
288,23 Sivan,Thursday,,,
289,24 Sivan,Friday,,,
290,25 Sivan,Saturday,,Korach,
291,26 Sivan,Sunday,,,
292,27 Sivan,Monday,,,
293,28 Sivan,Tuesday,,,
294,29 Sivan,Wednesday,,,
295,30 Sivan,Thursday,,,
296,1 Tammuz,Friday,,,
297,2 Tammuz,Saturday,,Chukat,
298,3 Tammuz,Sunday,,,
299,4 Tammuz,Monday,,,
300,5 Tammuz,Tuesday,,,
301,6 Tammuz,Wednesday,,,
302,7 Tammuz,Thursday,,,
303,8 Tammuz,Friday,,,
304,9 Tammuz,Saturday,,Balak,
305,10 Tammuz,Sunday,,,
306,11 Tammuz,Monday,,,
307,12 Tammuz,Tuesday,,,
308,13 Tammuz,Wednesday,,,
309,14 Tammuz,Thursday,,,
310,15 Tammuz,Friday,,,
311,16 Tammuz,Saturday,,Pinhas,
312,17 Tammuz,Sunday,,,
313,18 Tammuz,Monday,,,
314,19 Tammuz,Tuesday,,,
315,20 Tammuz,Wednesday,,,
316,21 Tammuz,Thursday,,,
317,22 Tammuz,Friday,,,
318,23 Tammuz,Saturday,,Matot,
319,24 Tammuz,Sunday,,,
320,25 Tammuz,Monday,,,
321,26 Tammuz,Tuesday,,,
322,27 Tammuz,Wednesday,,,
323,28 Tammuz,Thursday,,,
324,29 Tammuz,Friday,,,
325,1 Av,Saturday,,Masei,
326,2 Av,Sunday,,,
327,3 Av,Monday,,,
328,4 Av,Tuesday,,,
329,5 Av,Wednesday,,,
330,6 Av,Thursday,,,
331,7 Av,Friday,,,
332,8 Av,Saturday,,Devarim,
333,9 Av,Sunday,,Tish'a B'Av,
334,10 Av,Monday,,,
335,11 Av,Tuesday,,,
336,12 Av,Wednesday,,,
337,13 Av,Thursday,,,
338,14 Av,Friday,,,
339,15 Av,Saturday,,Vaetchanan,
340,16 Av,Sunday,,,
341,17 Av,Monday,,,
342,18 Av,Tuesday,,,
343,19 Av,Wednesday,,,
344,20 Av,Thursday,,,
345,21 Av,Friday,,,
346,22 Av,Saturday,,Eikev,
347,23 Av,Sunday,,,
348,24 Av,Monday,,,
349,25 Av,Tuesday,,,
350,26 Av,Wednesday,,,
351,27 Av,Thursday,,,
352,28 Av,Friday,,,
353,29 Av,Saturday,,Re'eh,
354,30 Av,Sunday,,,
355,1 Elul,Monday,,,
356,2 Elul,Tuesday,,,
357,3 Elul,Wednesday,,,
358,4 Elul,Thursday,,,
359,5 Elul,Friday,,,
360,6 Elul,Saturday,,Shoftim,
361,7 Elul,Sunday,,,
362,8 Elul,Monday,,,
363,9 Elul,Tuesday,,,
364,10 Elul,Wednesday,,,
365,11 Elul,Thursday,,,
366,12 Elul,Friday,,,
367,13 Elul,Saturday,,Ki Teitzei,
368,14 Elul,Sunday,,,
369,15 Elul,Monday,,,
370,16 Elul,Tuesday,,,
371,17 Elul,Wednesday,,,
372,18 Elul,Thursday,,,
373,19 Elul,Friday,,,
374,20 Elul,Saturday,,Ki Tavo,
375,21 Elul,Sunday,,,
376,22 Elul,Monday,,,
377,23 Elul,Tuesday,,,
378,24 Elul,Wednesday,,,
379,25 Elul,Thursday,,,
380,26 Elul,Friday,,,
381,27 Elul,Saturday,,Nitzavim,
382,28 Elul,Sunday,,,
383,29 Elul,Monday,,,
